Date,PX_Last,VOLATILITY_10D,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD
2014年9月23日,96.85,19.22,12.92680192,-14.00%,36.10235095,32.00%,18.7834012,-93.00%,85.68077534,-29.00%
2014年9月24日,96.95,19.24,9.407785712,-58.00%,35.51517108,29.00%,31.86153194,-65.00%,77.53346768,-47.00%
2014年9月25日,97,18.52,9.226025797,-60.00%,34.58438668,22.00%,31.53250618,-66.00%,68.09620827,-68.00%
2014年9月26日,97,18.31,0.878708143,-164.00%,31.84892121,4.00%,68.83942529,14.00%,74.64859832,-54.00%
2014年9月29日,97.2,11.34,1.809972375,-152.00%,28.66010629,-17.00%,74.51673661,27.00%,78.77877836,-44.00%
2014年9月30日,94.67,17.21,15.09484574,13.00%,30.94924737,-2.00%,84.08515143,47.00%,78.50731225,-45.00%
2014年10月1日,94.16,16.54,20.81234557,85.00%,29.39851124,-12.00%,121.4766046,128.00%,81.99715832,-37.00%
2014年10月2日,93.42,15.16,24.31485472,128.00%,29.41652806,-12.00%,153.0415324,195.00%,89.35252515,-21.00%
2014年10月3日,92.31,14.73,25.87834987,148.00%,31.78364505,4.00%,138.3067221,164.00%,97.90444259,-2.00%
2014年10月6日,92.79,15.7,13.70476705,-4.00%,32.73943788,10.00%,76.95969849,32.00%,97.93883772,-2.00%
2014年10月7日,92.11,15.34,11.93332276,-26.00%,34.98242548,25.00%,88.75002296,57.00%,96.45746187,-5.00%
2014年10月8日,91.38,14.89,10.82515737,-40.00%,38.34227174,47.00%,102.0032903,86.00%,94.0980474,-11.00%
2014年10月9日,90.05,14.86,15.14211716,14.00%,42.73557784,77.00%,85.67422765,51.00%,93.17788018,-13.00%
2014年10月10日,90.21,14.79,16.84924782,35.00%,46.24084152,100.00%,34.32929261,-60.00%,93.17065343,-13.00%
2014年10月13日,88.89,11.01,17.73585386,46.00%,50.95815345,131.00%,42.8872031,-41.00%,94.23146454,-10.00%
2014年10月14日,85.04,22.75,34.67751271,258.00%,59.09077951,185.00%,129.6878212,145.00%,118.5167009,43.00%
2014年10月15日,83.78,22.72,42.37305521,353.00%,66.61765321,236.00%,175.5157306,244.00%,151.8929396,117.00%
2014年10月16日,84.47,25.21,40.85931806,335.00%,71.51532977,268.00%,176.0572356,245.00%,173.9593505,166.00%
2014年10月17日,86.16,28.99,28.41269069,179.00%,71.74461371,270.00%,143.0992183,174.00%,177.4135343,173.00%
2014年10月20日,85.4,28.98,12.84168213,-15.00%,73.00879653,278.00%,169.9428317,232.00%,177.2880938,173.00%
2014年10月21日,86.22,30.56,15.14517903,14.00%,72.41011442,274.00%,196.6275547,289.00%,176.6081049,172.00%
2014年10月22日,84.71,30.86,11.42673497,-32.00%,72.01557443,272.00%,179.4743865,252.00%,175.447739,169.00%
2014年10月23日,86.83,35.1,11.65348909,-30.00%,68.52046732,248.00%,101.5306927,85.00%,174.0267601,166.00%
2014年10月24日,86.13,34.64,11.61658263,-30.00%,64.1818467,219.00%,22.1742236,-86.00%,163.9060686,144.00%
2014年10月27日,85.83,24.48,11.07016748,-37.00%,58.00404734,178.00%,23.74398329,-83.00%,154.4149494,123.00%
2014年10月28日,86.03,22.5,10.89578854,-39.00%,54.25148039,153.00%,4.773728204,-123.00%,156.6323538,127.00%
2014年10月29日,87.12,22.95,7.89676592,-76.00%,49.72549709,123.00%,22.17410843,-86.00%,161.4728893,138.00%
2014年10月30日,86.24,21.62,7.078677843,-87.00%,45.59859762,96.00%,29.35957399,-70.00%,164.9787675,146.00%
2014年10月31日,85.86,21.14,7.540374527,-81.00%,42.36745182,74.00%,27.37145124,-75.00%,166.002201,148.00%
2014年11月3日,84.78,21.45,11.92326667,-26.00%,37.80156488,44.00%,31.07204083,-67.00%,166.5591016,149.00%
2014年11月4日,82.82,22.99,23.44909312,118.00%,34.9732482,25.00%,98.15013571,77.00%,167.0014652,150.00%
2014年11月5日,82.95,16.54,22.64664214,108.00%,31.69187457,3.00%,113.7222528,111.00%,166.0800077,148.00%
2014年11月6日,82.86,16.55,19.77114989,72.00%,29.64347044,-11.00%,99.48910776,80.00%,165.8266745,148.00%
2014年11月7日,83.39,17.53,11.72351483,-29.00%,25.1750653,-40.00%,81.16035888,41.00%,167.330463,151.00%
2014年11月10日,82.34,17.84,5.31395446,-109.00%,23.3740358,-52.00%,111.0492461,105.00%,173.0338914,164.00%
2014年11月11日,81.67,14.4,9.358907629,-58.00%,26.10015844,-34.00%,102.8684921,88.00%,163.0962772,142.00%
2014年11月12日,80.38,15.1,16.55625175,32.00%,30.28231579,-6.00%,81.38574692,41.00%,132.3559836,74.00%
2014年11月13日,77.92,19.35,29.89250341,198.00%,38.49451789,48.00%,134.6354143,156.00%,108.4998105,21.00%
2014年11月14日,79.41,24.99,25.09148636,138.00%,41.46871791,68.00%,146.6208832,182.00%,103.5566675,10.00%
2014年11月17日,79.31,23.11,19.75171567,71.00%,44.17958233,86.00%,111.9921556,107.00%,105.2076567,14.00%
2014年11月18日,78.47,22.95,13.40974094,-8.00%,46.67150427,103.00%,93.83867951,68.00%,105.2428314,14.00%
2014年11月19日,78.1,22.77,9.735824156,-53.00%,49.73121007,123.00%,117.0272164,118.00%,106.0052543,16.00%
2014年11月20日,79.33,24.92,8.504707402,-69.00%,49.0352622,119.00%,99.49153321,80.00%,107.5513112,19.00%
2014年11月21日,80.36,26.29,12.46026517,-19.00%,47.70267093,110.00%,62.15370448,0.00%,107.3391862,19.00%
2014年11月24日,79.68,26.32,12.96487686,-13.00%,46.57751692,102.00%,30.75160843,-67.00%,106.8413036,18.00%
2014年11月25日,78.33,26.51,13.37948878,-8.00%,45.64397658,96.00%,30.6531528,-68.00%,106.1882536,16.00%
2014年11月26日,77.75,20.76,14.87772563,11.00%,42.53419881,75.00%,33.74036644,-61.00%,103.4953497,10.00%
2014年11月27日,72.58,39.51,43.53309913,368.00%,47.92578074,111.00%,191.6369958,278.00%,139.8266354,90.00%
2014年11月28日,70.15,41.06,58.32523186,552.00%,56.01176219,165.00%,298.7620689,509.00%,197.0695506,217.00%
2014年12月1日,72.54,48.32,50.90615837,460.00%,57.90148305,178.00%,295.708153,502.00%,223.4809307,275.00%
2014年12月2日,70.54,49.29,43.01369494,361.00%,63.35487629,214.00%,233.8183575,369.00%,235.9920886,303.00%
2014年12月3日,69.92,46.63,18.59679456,57.00%,67.68651403,243.00%,212.1600223,322.00%,236.281199,303.00%
2014年12月4日,69.64,44.28,16.41285935,30.00%,70.65485119,262.00%,269.9415923,447.00%,236.9397432,305.00%
2014年12月5日,69.07,44.3,18.99546556,62.00%,71.99295841,271.00%,229.0890958,359.00%,234.4076794,299.00%
2014年12月8日,66.19,46.59,24.07768826,125.00%,76.90077607,304.00%,154.4143114,198.00%,226.3754568,281.00%
2014年12月9日,66.84,48.81,24.17044873,127.00%,79.27170516,320.00%,49.61915329,-27.00%,220.8691924,269.00%
2014年12月10日,64.24,40.53,31.23828881,215.00%,84.78339344,357.00%,80.89000849,40.00%,220.6994503,269.00%
2014年12月11日,63.68,38.6,30.65590658,207.00%,90.93673343,398.00%,72.77193696,23.00%,220.9515777,269.00%
2014年12月12日,61.85,28.67,28.46472343,180.00%,96.49726264,435.00%,48.88639978,-28.00%,221.3722011,270.00%
2014年12月15日,61.06,28.06,32.06958634,225.00%,100.880815,464.00%,45.05345273,-37.00%,222.0225507,272.00%
2014年12月16日,59.86,27.77,25.82278436,147.00%,105.3937771,494.00%,35.80844745,-57.00%,217.7665312,262.00%
2014年12月17日,61.18,34.44,19.8997198,73.00%,106.5005138,501.00%,68.19755424,13.00%,210.988279,247.00%
2014年12月18日,59.27,35.37,14.92088898,11.00%,106.345513,500.00%,97.1695418,75.00%,205.213036,235.00%
2014年12月19日,61.38,41.22,13.20621672,-10.00%,99.98159707,458.00%,111.0161145,105.00%,204.5742752,233.00%
2014年12月22日,60.11,40.11,12.72616832,-16.00%,92.99620902,411.00%,78.64994919,35.00%,204.7789048,234.00%
2014年12月23日,61.69,40.79,14.30912324,4.00%,83.97475042,351.00%,40.70690653,-46.00%,204.037186,232.00%
2014年12月24日,60.24,42.08,14.04849999,0.00%,73.80139902,283.00%,12.44737234,-107.00%,204.6674625,234.00%
2014年12月26日,59.45,40.07,13.25368356,-10.00%,70.81071061,264.00%,9.258926292,-114.00%,200.1803954,224.00%
2014年12月29日,57.88,41.69,19.62710697,70.00%,71.09340256,265.00%,39.39840213,-49.00%,160.4638023,136.00%
2014年12月30日,57.9,40.91,23.01253989,112.00%,66.12805852,232.00%,60.62614413,-3.00%,125.1864738,58.00%
2014年12月31日,57.33,37.92,17.42642132,42.00%,62.9636927,211.00%,57.17409701,-11.00%,99.55528389,1.00%
2015年1月2日,56.42,35.49,15.65731931,20.00%,59.848067,191.00%,53.08280742,-19.00%,100.8292179,4.00%
2015年1月5日,53.11,37.16,28.4396405,180.00%,59.75916653,190.00%,71.86016421,21.00%,103.2437547,10.00%
