Date,PX_Last,VOLATILITY_10D,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD
2016年12月12日,261.3,21.16,32.64749914,-36.00%,113.1428297,64.00%,81.85719589,-84.00%,372.0997215,59.00%
2016年12月13日,259.3,20.76,27.91386752,-57.00%,110.2553081,57.00%,107.6421771,-65.00%,347.8760664,40.00%
2016年12月14日,260,20.68,27.10034686,-60.00%,105.2924165,44.00%,115.6703461,-59.00%,356.3497324,46.00%
2016年12月15日,259.6,20.47,28.49286226,-54.00%,93.49748941,14.00%,73.87542972,-90.00%,362.5924495,51.00%
2016年12月16日,256.1,11.91,27.32260603,-59.00%,85.23843647,-8.00%,32.2995799,-121.00%,363.7697034,52.00%
2016年12月19日,249.65,16.11,61.83237987,91.00%,79.35056263,-23.00%,216.8235139,16.00%,362.9682569,52.00%
2016年12月20日,249.95,16.32,71.51531864,134.00%,81.92702995,-16.00%,307.5314071,82.00%,364.330551,53.00%
2016年12月21日,249.15,16.38,66.76999925,113.00%,89.20572276,3.00%,305.6762278,81.00%,367.8857219,55.00%
2016年12月22日,249.45,14.78,41.796708,4.00%,97.46723134,24.00%,264.8420509,51.00%,357.9657244,48.00%
2016年12月23日,247.25,14.6,15.17988142,-112.00%,103.7774405,40.00%,329.472793,99.00%,300.8805082,2.00%
2016年12月27日,250.8,18.17,18.67263238,-97.00%,104.51264,42.00%,371.9608878,130.00%,253.4142147,-35.00%
2016年12月28日,249.5,17.76,18.11781444,-100.00%,108.854598,53.00%,314.1485169,87.00%,242.4244452,-44.00%
2016年12月29日,248.8,17.7,18.33076103,-99.00%,111.955863,61.00%,155.0752665,-30.00%,251.7088731,-36.00%
2016年12月30日,250.55,17.81,20.41957884,-90.00%,111.8214399,61.00%,26.82676804,-125.00%,258.3243448,-31.00%
2017年1月3日,248.9,11.7,13.13273772,-121.00%,113.2027817,64.00%,38.73406841,-116.00%,270.6262243,-21.00%
2017年1月4日,255.65,18.74,40.66663497,-1.00%,102.1172078,36.00%,151.9340338,-32.00%,266.1755645,-25.00%
